No.,CASRN,DTXSID,PREFERRED_NAME,Original_SMILES,Original_InChi,Original_InChiKey,Canonical_QSARr,InChIKey_QSARr,Salt_Solvent,fup,log10_fup,tr_tst,outliers
1284,23513-14-6,DTXSID3041035,(6)-gingerol,CCCCC[C@H](O)CC(=O)CCc1ccc(O)c(c1)OC,"InChI=1S/C17H26O4/c1-3-4-5-6-14(18)12-15(19)9-7-13-8-10-16(20)17(11-13)21-2/h8,10-11,14,18,20H,3-7,9,12H2,1-2H3/t14-/m0/s1",NLDDIKRKFXEWBK-AWEZNQCLSA-N,CCCCCC(O)CC(=O)CCC1C=C(OC)C(O)=CC=1,NLDDIKRKFXEWBK-UHFFFAOYSA-N,,0.141,-0.85078088734462,1,1
1285,102-27-2,DTXSID4021848,N-Ethyl-3-methylaniline,Cc1cccc(c1)NCC,"InChI=1S/C9H13N/c1-3-10-9-6-4-5-8(2)7-9/h4-7,10H,3H2,1-2H3",GUYMMHOQXYZMJQ-UHFFFAOYSA-N,CC1C=C(C=CC=1)NCC,GUYMMHOQXYZMJQ-UHFFFAOYSA-N,,0.1413559425,-0.849685929369647,1,1
1286,93-15-2,DTXSID5025607,Methyleugenol,COc1ccc(CC=C)cc1OC,"InChI=1S/C11H14O2/c1-4-5-9-6-7-10(12-2)11(8-9)13-3/h4,6-8H,1,5H2,2-3H3",ZYEMGPIYFIJGTP-UHFFFAOYSA-N,COC1=CC=C(CC=C)C=C1OC,ZYEMGPIYFIJGTP-UHFFFAOYSA-N,,0.1415869675,-0.8489767198335,1,1
1287,603281-31-8,?,,C1CN2C=C(C3=CC=CC(=C32)CN1C(=O)N4CCOCC4)C5=C(C(=O)NC5=O)C6=CN=C7N6C=CC=C7,"InChI=1S/C27H24N6O4/c34-25-22(23(26(35)29-25)20-14-28-21-6-1-2-7-33(20)21)19-16-31-8-9-32(27(36)30-10-12-37-13-11-30)15-17-4-3-5-18(19)24(17)31/h1-7,14,16H,8-13,15H2,(H,29,34,35)",INJUVNWOFHYUIN-UHFFFAOYSA-N,O=C1NC(=O)C(C2=CN3CCN(CC4C=CC=C2C3=4)C(=O)N2CCOCC2)=C1C1=CN=C2C=CC=CN21,INJUVNWOFHYUIN-UHFFFAOYSA-N,,0.142299999972384,-0.8467951,1,1
1288,101-54-2,DTXSID7025895,"N-Phenyl-1,4-benzenediamine",Nc1ccc(cc1)Nc1ccccc1,"InChI=1S/C12H12N2/c13-10-6-8-12(9-7-10)14-11-4-2-1-3-5-11/h1-9,14H,13H2",ATGUVEKSASEFFO-UHFFFAOYSA-N,NC1C=CC(=CC=1)NC1C=CC=CC=1,ATGUVEKSASEFFO-UHFFFAOYSA-N,,0.143351,-0.843599273118842,1,1
1289,230954-09-3,DTXSID8047266,Cp-544439,ONC(=O)C1(CCOCC1)NS(=O)(=O)c1ccc(cc1)Oc1ccc(F)cc1,"InChI=1S/C18H19FN2O6S/c19-13-1-3-14(4-2-13)27-15-5-7-16(8-6-15)28(24,25)21-18(17(22)20-23)9-11-26-12-10-18/h1-8,21,23H,9-12H2,(H,20,22)",ZBRHTUMWSDPCMI-UHFFFAOYSA-N,ONC(=O)C1(CCOCC1)NS(=O)(=O)C1=CC=C(C=C1)OC1=CC=C(F)C=C1,ZBRHTUMWSDPCMI-UHFFFAOYSA-N,,0.145,-0.838631997765025,1,1
1290,95-74-9,DTXSID0020286,3-chloro-4-methylaniline,Cc1ccc(N)cc1Cl,"InChI=1S/C7H8ClN/c1-5-2-3-6(9)4-7(5)8/h2-4H,9H2,1H3",RQKFYFNZSHWXAW-UHFFFAOYSA-N,CC1C=CC(N)=CC=1Cl,RQKFYFNZSHWXAW-UHFFFAOYSA-N,,0.145,-0.838631997765025,1,1
1291,CHEMBL1824036,?,,CS(=O)(=O)C1=CC2=C(C=C1)OCC(=O)N2CCN3CCC(CC3)NCC4=NC5=C(C=C4)OCC(=O)N5,"InChI=1S/C24H29N5O6S/c1-36(32,33)18-3-5-20-19(12-18)29(23(31)15-35-20)11-10-28-8-6-16(7-9-28)25-13-17-2-4-21-24(26-17)27-22(30)14-34-21/h2-5,12,16,25H,6-11,13-15H2,1H3,(H,26,27,30)",ZKUCQWGFICXSOS-UHFFFAOYSA-N,CS(=O)(=O)C1=CC2=C(C=C1)OCC(=O)N2CCN1CCC(CC1)NCC1C=CC2OCC(=O)NC=2N=1,ZKUCQWGFICXSOS-UHFFFAOYSA-N,,0.145199999878277,-0.838033384,1,1
1292,99011-02-6,DTXSID7041047,Imiquimod,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,"InChI=1S/C14H16N4/c1-9(2)7-18-8-16-12-13(18)10-5-3-4-6-11(10)17-14(12)15/h3-6,8-9H,7H2,1-2H3,(H2,15,17)",DOUYETYNHWVLEO-UHFFFAOYSA-N,CC(C)CN1C=NC2C(N)=NC3=CC=CC=C3C1=2,DOUYETYNHWVLEO-UHFFFAOYSA-N,,0.148100000163274,-0.829444941,1,1
1293,CHEMBL2059376,?,,CCNC(=O)C1=CC2=C(C(=CN=C2N1)C3=CC(=CN=C3)C(=O)NC)N4C=CC(=N4)C(F)(F)F,"InChI=1S/C21H18F3N7O2/c1-3-27-20(33)15-7-13-17(31-5-4-16(30-31)21(22,23)24)14(10-28-18(13)29-15)11-6-12(9-26-8-11)19(32)25-2/h4-10H,3H2,1-2H3,(H,25,32)(H,27,33)(H,28,29)",NRPNJRAEKQHKFB-UHFFFAOYSA-N,CNC(=O)C1C=C(C=NC=1)C1=CN=C2NC(=CC2=C1N1C=CC(=N1)C(F)(F)F)C(=O)NCC,NRPNJRAEKQHKFB-UHFFFAOYSA-N,,0.148100000163274,-0.829444941,1,1
1294,CHEMBL427851,?,,CC1=C(C=C(O1)CN2CCNCC2)C(=O)NCC34CC5CC(C3)CC(C5)C4,"InChI=1S/C22H33N3O2/c1-15-20(9-19(27-15)13-25-4-2-23-3-5-25)21(26)24-14-22-10-16-6-17(11-22)8-18(7-16)12-22/h9,16-18,23H,2-8,10-14H2,1H3,(H,24,26)",ZYKINZZRJCNHSD-UHFFFAOYSA-N,CC1OC(CN2CCNCC2)=CC=1C(=O)NCC12CC3CC(C1)CC(C2)C3,ZYKINZZRJCNHSD-UHFFFAOYSA-N,,0.148100000163274,-0.829444941,1,1
1295,1918-00-9,DTXSID4024018,Dicamba,COc1c(C(O)=O)c(Cl)ccc1Cl,"InChI=1S/C8H6Cl2O3/c1-13-7-5(10)3-2-4(9)6(7)8(11)12/h2-3H,1H3,(H,11,12)",IWEDIXLBFLAXBO-UHFFFAOYSA-N,COC1C(C(O)=O)=C(Cl)C=CC=1Cl,IWEDIXLBFLAXBO-UHFFFAOYSA-N,,0.148773,-0.827475879374726,1,1
1296,76-75-5,DTXSID1023653,Thiopental,CCC1(C(C)CCC)C(=O)NC(S)=NC1=O,"InChI=1S/C11H18N2O2S/c1-4-6-7(3)11(5-2)8(14)12-10(16)13-9(11)15/h7H,4-6H2,1-3H3,(H2,12,13,14,15,16)",IUJDSEJGGMCXSG-UHFFFAOYSA-N,CCC1(C(C)CCC)C(=O)NC(S)=NC1=O,IUJDSEJGGMCXSG-UHFFFAOYSA-N,,0.1491666665,-0.826328215552977,1,1
1297,156053-89-3,DTXSID60166035,Alvimopan,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(O)=O)CC[C@@]1(C)c1cc(O)ccc1,"InChI=1S/C25H32N2O4/c1-18-16-27(12-11-25(18,2)21-9-6-10-22(28)14-21)17-20(24(31)26-15-23(29)30)13-19-7-4-3-5-8-19/h3-10,14,18,20,28H,11-13,15-17H2,1-2H3,(H,26,31)(H,29,30)/t18-,20-,25+/m0/s1",UPNUIXSCZBYVBB-JVFUWBCBSA-N,CC1CN(CC(CC2C=CC=CC=2)C(=O)NCC(O)=O)CCC1(C)C1=CC(O)=CC=C1,UPNUIXSCZBYVBB-UHFFFAOYSA-N,,0.15,-0.823908740944319,1,1
1298,114084-78-5,DTXSID5048340,Ibandronic acid,CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O,"InChI=1S/C9H23NO7P2/c1-3-4-5-7-10(2)8-6-9(11,18(12,13)14)19(15,16)17/h11H,3-8H2,1-2H3,(H2,12,13,14)(H2,15,16,17)",MPBVHIBUJCELCL-UHFFFAOYSA-N,CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O,MPBVHIBUJCELCL-UHFFFAOYSA-N,,0.15,-0.823908740944319,1,0
1299,968-93-4,DTXSID2023644,Testolactone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC(=O)O2,"InChI=1S/C19H24O3/c1-18-9-7-13(20)11-12(18)3-4-14-15(18)8-10-19(2)16(14)5-6-17(21)22-19/h7,9,11,14-16H,3-6,8,10H2,1-2H3/t14-,15+,16+,18+,19+/m1/s1",BPEWUONYVDABNZ-DZBHQSCQSA-N,CC12CCC3C(CCC4=CC(=O)C=CC43C)C1CCC(=O)O2,BPEWUONYVDABNZ-UHFFFAOYSA-N,,0.15,-0.823908740944319,1,1
1300,32385-11-8,DTXSID0023583,Sisomicin,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](OC3OC(CN)=CCC3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,"InChI=1S/C19H37N5O7/c1-19(27)7-28-18(13(26)16(19)24-2)31-15-11(23)5-10(22)14(12(15)25)30-17-9(21)4-3-8(6-20)29-17/h3,9-18,24-27H,4-7,20-23H2,1-2H3/t9?,10-,11+,12-,13+,14+,15-,16+,17?,18+,19-/m0/s1",URWAJWIAIPFPJE-URXFYSGNSA-N,CNC1C(O)C(OC2C(O)C(OC3OC(CN)=CCC3N)C(N)CC2N)OCC1(C)O,URWAJWIAIPFPJE-UHFFFAOYSA-N,,0.1500000025,-0.823908733706077,1,0
1301,84-96-8,DTXSID9023708,Trimeprazine,CN(C)CC(C)CN1c2ccccc2Sc2ccccc12,"InChI=1S/C18H22N2S/c1-14(12-19(2)3)13-20-15-8-4-6-10-17(15)21-18-11-7-5-9-16(18)20/h4-11,14H,12-13H2,1-3H3",ZZHLYYDVIOPZBE-UHFFFAOYSA-N,CN(C)CC(C)CN1C2=CC=CC=C2SC2C=CC=CC1=2,ZZHLYYDVIOPZBE-UHFFFAOYSA-N,,0.150000005,-0.823908726467836,1,1
1302,23779-99-9,DTXSID8057695,Floctafenine,OCC(O)COC(=O)c1ccccc1Nc1cc[n]c2c1cccc2C(F)(F)F,"InChI=1S/C20H17F3N2O4/c21-20(22,23)15-6-3-5-13-17(8-9-24-18(13)15)25-16-7-2-1-4-14(16)19(28)29-11-12(27)10-26/h1-9,12,26-27H,10-11H2,(H,24,25)",APQPGQGAWABJLN-UHFFFAOYSA-N,OCC(O)COC(=O)C1C=CC=CC=1NC1=CC=NC2C(=CC=CC1=2)C(F)(F)F,APQPGQGAWABJLN-UHFFFAOYSA-N,,0.150000005,-0.823908726467836,1,1
1303,72-44-6,DTXSID7023279,Methaqualone,Cc1ccccc1N1C(=O)c2ccccc2N=C1C,"InChI=1S/C16H14N2O/c1-11-7-3-6-10-15(11)18-12(2)17-14-9-5-4-8-13(14)16(18)19/h3-10H,1-2H3",JEYCTXHKTXCGPB-UHFFFAOYSA-N,CC1=NC2=CC=CC=C2C(=O)N1C1C=CC=CC=1C,JEYCTXHKTXCGPB-UHFFFAOYSA-N,,0.150000005,-0.823908726467836,1,1
1304,1131-64-2,DTXSID7022885,Debrisoquin,NC(=N)N1Cc2ccccc2CC1,"InChI=1S/C10H13N3/c11-10(12)13-6-5-8-3-1-2-4-9(8)7-13/h1-4H,5-7H2,(H3,11,12)",JWPGJSVJDAJRLW-UHFFFAOYSA-N,NC(=N)N1CC2=CC=CC=C2CC1,JWPGJSVJDAJRLW-UHFFFAOYSA-N,,0.150000005,-0.823908726467836,1,1
1305,59122-46-2,DTXSID7020897,Misoprostol,CCCCC(C)(O)C/C=C/[C@@H]1[C@@H](CCCCCCC(=O)OC)C(=O)C[C@H]1O,"InChI=1S/C22H38O5/c1-4-5-14-22(2,26)15-10-12-18-17(19(23)16-20(18)24)11-8-6-7-9-13-21(25)27-3/h10,12,17-18,20,24,26H,4-9,11,13-16H2,1-3H3/b12-10+/t17-,18-,20-,22?/m1/s1",OJLOPKGSLYJEMD-URPKTTJQSA-N,CCCCC(C)(O)CC=CC1C(CCCCCCC(=O)OC)C(=O)CC1O,OJLOPKGSLYJEMD-UHFFFAOYSA-N,,0.150000005,-0.823908726467836,1,1
1306,346-18-9,DTXSID6025939,Polythiazide,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(cc2S1(=O)=O)S(N)(=O)=O,"InChI=1S/C11H13ClF3N3O4S3/c1-18-10(4-23-5-11(13,14)15)17-7-2-6(12)8(24(16,19)20)3-9(7)25(18,21)22/h2-3,10,17H,4-5H2,1H3,(H2,16,19,20)",CYLWJCABXYDINA-UHFFFAOYSA-N,CN1C(CSCC(F)(F)F)NC2C=C(Cl)C(=CC=2S1(=O)=O)S(N)(=O)=O,CYLWJCABXYDINA-UHFFFAOYSA-N,,0.150000005,-0.823908726467836,1,1
1307,466-06-8,DTXSID5023532,Proscillaridin,C[C@@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)C2=COC(=O)C=C2)[C@H](O)[C@H](O)[C@H]1O,"InChI=1S/C30H42O8/c1-16-24(32)25(33)26(34)27(37-16)38-19-8-11-28(2)18(14-19)5-6-22-21(28)9-12-29(3)20(10-13-30(22,29)35)17-4-7-23(31)36-15-17/h4,7,14-16,19-22,24-27,32-35H,5-6,8-13H2,1-3H3/t16-,19-,20+,21-,22+,24-,25+,26+,27-,28-,29+,30-/m0/s1",MYEJFUXQJGHEQK-ALRJYLEOSA-N,CC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5(O)C4CCC3=C2)C2=COC(=O)C=C2)C(O)C(O)C1O,MYEJFUXQJGHEQK-UHFFFAOYSA-N,,0.150000005,-0.823908726467836,1,1
1308,500-92-5,DTXSID3022794,Chlorguanide,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,"InChI=1S/C11H16ClN5/c1-7(2)15-10(13)17-11(14)16-9-5-3-8(12)4-6-9/h3-7H,1-2H3,(H5,13,14,15,16,17)",SSOLNOMRVKKSON-UHFFFAOYSA-N,CC(C)NC(=N)NC(=N)NC1C=CC(Cl)=CC=1,SSOLNOMRVKKSON-UHFFFAOYSA-N,,0.150000005,-0.823908726467836,1,1
1309,94-24-6,DTXSID1043883,Tetracaine,CCCCNc1ccc(cc1)C(=O)OCCN(C)C,"InChI=1S/C15H24N2O2/c1-4-5-10-16-14-8-6-13(7-9-14)15(18)19-12-11-17(2)3/h6-9,16H,4-5,10-12H2,1-3H3",GKCBAIGFKIBETG-UHFFFAOYSA-N,CCCCNC1C=CC(=CC=1)C(=O)OCCN(C)C,GKCBAIGFKIBETG-UHFFFAOYSA-N,,0.150000005,-0.823908726467836,1,0
1310,58-46-8,DTXSID0042614,Tetrabenazine,CC(C)C[C@H]1CN2CCc3cc(OC)c(cc3[C@@H]2CC1=O)OC,"InChI=1S/C19H27NO3/c1-12(2)7-14-11-20-6-5-13-8-18(22-3)19(23-4)9-15(13)16(20)10-17(14)21/h8-9,12,14,16H,5-7,10-11H2,1-4H3/t14-,16-/m0/s1",MKJIEFSOBYUXJB-HOCLYGCPSA-N,CC(C)CC1CN2CCC3C=C(OC)C(=CC=3C2CC1=O)OC,MKJIEFSOBYUXJB-UHFFFAOYSA-N,,0.150000005,-0.823908726467836,1,1
1311,127-79-7,DTXSID0023612,Sulfamerazine,Cc1cc[n]c(NS(=O)(=O)c2ccc(N)cc2)[n]1,"InChI=1S/C11H12N4O2S/c1-8-6-7-13-11(14-8)15-18(16,17)10-4-2-9(12)3-5-10/h2-7H,12H2,1H3,(H,13,14,15)",QPPBRPIAZZHUNT-UHFFFAOYSA-N,CC1=CC=NC(NS(=O)(=O)C2C=CC(N)=CC=2)=N1,QPPBRPIAZZHUNT-UHFFFAOYSA-N,,0.150000005,-0.823908726467836,1,1
1312,577778-58-6,DTXSID80206462,Topiroxostat,C1=CN=CC=C1C2=NC(=NN2)C3=CC(=NC=C3)C#N,"InChI=1S/C13H8N6/c14-8-11-7-10(3-6-16-11)13-17-12(18-19-13)9-1-4-15-5-2-9/h1-7H,(H,17,18,19)",UBVZQGOVTLIHLH-UHFFFAOYSA-N,N#CC1C=C(C=CN=1)C1N=C(NN=1)C1C=CN=CC=1,UBVZQGOVTLIHLH-UHFFFAOYSA-N,,0.150999999898068,-0.821023053,1,1
1313,1276121-88-0,?,,C[C@@H]1CNC2=C(C(=O)N1)SC3=C2C4=C(C=C3)N=C(C=C4)C5=CN=C(C=C5)C,"InChI=1S/C21H18N4OS/c1-11-3-4-13(10-22-11)15-6-5-14-16(25-15)7-8-17-18(14)19-20(27-17)21(26)24-12(2)9-23-19/h3-8,10,12,23H,9H2,1-2H3,(H,24,26)/t12-/m1/s1",CMWRPDHVGMHLSZ-GFCCVEGCSA-N,CC1C=CC(=CN=1)C1C=CC2=C(C=CC3SC4C(=O)NC(C)CNC=4C2=3)N=1,CMWRPDHVGMHLSZ-UHFFFAOYSA-N,,0.150999999898068,-0.821023053,1,1
1314,185298-58-2,?,,CCC1=C(C2=C(N1CC3=CC=CC=C3)C=CC=C2OCC(=O)N)C(=O)C(=O)N,"InChI=1S/C21H21N3O4/c1-2-14-19(20(26)21(23)27)18-15(9-6-10-16(18)28-12-17(22)25)24(14)11-13-7-4-3-5-8-13/h3-10H,2,11-12H2,1H3,(H2,22,25)(H2,23,27)",HJPAGOZVVSAGKR-UHFFFAOYSA-N,CCC1=C(C2C(=CC=CC=2N1CC1C=CC=CC=1)OCC(N)=O)C(=O)C(N)=O,HJPAGOZVVSAGKR-UHFFFAOYSA-N,,0.150999999898068,-0.821023053,1,1
1315,76738-62-0,DTXSID2024242,Paclobutrazol,CC(C)(C)[C@@H](O)[C@@H](Cc1ccc(Cl)cc1)[n]1c[n]c[n]1,"InChI=1S/C15H20ClN3O/c1-15(2,3)14(20)13(19-10-17-9-18-19)8-11-4-6-12(16)7-5-11/h4-7,9-10,13-14,20H,8H2,1-3H3/t13-,14+/m1/s1",RMOGWMIKYWRTKW-KGLIPLIRSA-N,CC(C)(C)C(O)C(CC1=CC=C(Cl)C=C1)N1C=NC=N1,RMOGWMIKYWRTKW-UHFFFAOYSA-N,,0.1532945,-0.81447342676663,1,1
1316,CHEMBL2170985,?,,C1=CC=C(C=C1)CNC(=O)NCCCSC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)O,"InChI=1S/C21H27N7O4S/c22-18-15-19(26-11-25-18)28(12-27-15)20-17(30)16(29)14(32-20)10-33-8-4-7-23-21(31)24-9-13-5-2-1-3-6-13/h1-3,5-6,11-12,14,16-17,20,29-30H,4,7-10H2,(H2,22,25,26)(H2,23,24,31)/t14-,16-,17-,20-/m1/s1",LXPZLICTVQWCKP-WVSUBDOOSA-N,NC1N=CN=C2C=1N=CN2C1OC(CSCCCNC(=O)NCC2C=CC=CC=2)C(O)C1O,LXPZLICTVQWCKP-UHFFFAOYSA-N,,0.15400000005799,-0.812479279,1,1
1317,915-30-0,DTXSID8022951,Diphenoxylate,CCOC(=O)C1(CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1)c1ccccc1,"InChI=1S/C30H32N2O2/c1-2-34-28(33)29(25-12-6-3-7-13-25)18-21-32(22-19-29)23-20-30(24-31,26-14-8-4-9-15-26)27-16-10-5-11-17-27/h3-17H,2,18-23H2,1H3",HYPPXZBJBPSRLK-UHFFFAOYSA-N,CCOC(=O)C1(CCN(CCC(C#N)(C2C=CC=CC=2)C2C=CC=CC=2)CC1)C1C=CC=CC=1,HYPPXZBJBPSRLK-UHFFFAOYSA-N,,0.155,-0.809668301829709,1,1
1318,69712-56-7,DTXSID1022762,Cefotetan,C[n]1[n][n][n]c1SCC1CS[C@H]2N(C=1C(O)=O)C(=O)[C@]2(NC(=O)C1SC(S1)=C(C(N)=O)C(O)=O)OC,"InChI=1S/C17H17N7O8S4/c1-23-16(20-21-22-23)34-4-5-3-33-15-17(32-2,14(31)24(15)7(5)11(29)30)19-9(26)13-35-12(36-13)6(8(18)25)10(27)28/h13,15H,3-4H2,1-2H3,(H2,18,25)(H,19,26)(H,27,28)(H,29,30)/t13?,15-,17+/m1/s1",SRZNHPXWXCNNDU-RHBCBLIFSA-N,CN1N=NN=C1SCC1CSC2N(C=1C(O)=O)C(=O)C2(NC(=O)C1SC(S1)=C(C(N)=O)C(O)=O)OC,SRZNHPXWXCNNDU-UHFFFAOYSA-N,,0.155,-0.809668301829709,1,1
1319,769-92-6,DTXSID0048181,4-tert-butylaniline,CC(C)(C)c1ccc(N)cc1,"InChI=1S/C10H15N/c1-10(2,3)8-4-6-9(11)7-5-8/h4-7H,11H2,1-3H3",WRDWWAVNELMWAM-UHFFFAOYSA-N,CC(C)(C)C1C=CC(N)=CC=1,WRDWWAVNELMWAM-UHFFFAOYSA-N,,0.155,-0.809668301829709,1,1
1320,34256-82-1,DTXSID8023848,Acetochlor,Cc1cccc(CC)c1N(COCC)C(=O)CCl,"InChI=1S/C14H20ClNO2/c1-4-12-8-6-7-11(3)14(12)16(10-18-5-2)13(17)9-15/h6-8H,4-5,9-10H2,1-3H3",VTNQPKFIQCLBDU-UHFFFAOYSA-N,CC1=CC=CC(CC)=C1N(COCC)C(=O)CCl,VTNQPKFIQCLBDU-UHFFFAOYSA-N,,0.15685,-0.804515476966236,1,1
1321,CHEMBL1689115,?,,C1CN(CCN(C1)S(=O)(=O)CC2=CC=CC=C2)CC3=C(C=CC(=C3)Cl)OCC(=O)O,"InChI=1S/C21H25ClN2O5S/c22-19-7-8-20(29-15-21(25)26)18(13-19)14-23-9-4-10-24(12-11-23)30(27,28)16-17-5-2-1-3-6-17/h1-3,5-8,13H,4,9-12,14-16H2,(H,25,26)",FSYMRBYJPOBPII-UHFFFAOYSA-N,OC(=O)COC1C=CC(Cl)=CC=1CN1CCCN(CC1)S(=O)(=O)CC1C=CC=CC=1,FSYMRBYJPOBPII-UHFFFAOYSA-N,,0.15699999985206,-0.804100348,1,1
1322,CHEMBL1807827,?,,C1=CC(=CC(=C1)Cl)CCNCCCSCCNC[C@@H](C2=C3C(=C(C=C2)O)NC(=O)S3)O,"InChI=1S/C22H28ClN3O3S2/c23-16-4-1-3-15(13-16)7-9-24-8-2-11-30-12-10-25-14-19(28)17-5-6-18(27)20-21(17)31-22(29)26-20/h1,3-6,13,19,24-25,27-28H,2,7-12,14H2,(H,26,29)/t19-/m0/s1",HZLLPPSEGLYDSB-IBGZPJMESA-N,OC1C=CC(C(O)CNCCSCCCNCCC2C=CC=C(Cl)C=2)=C2SC(=O)NC=12,HZLLPPSEGLYDSB-UHFFFAOYSA-N,,0.15699999985206,-0.804100348,1,1
1323,13292-46-1,DTXSID6021244,Rifampicin,CN1CCN(CC1)/N=C/c1c2NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H](C)[C@H](C=CO[C@@]3(C)Oc4c(c(c(c2O)c(O)c4C)c1O)C3=O)OC,"InChI=1S/C43H58N4O12/c1-21-12-11-13-22(2)42(55)45-33-28(20-44-47-17-15-46(9)16-18-47)37(52)30-31(38(33)53)36(51)26(6)40-32(30)41(54)43(8,59-40)57-19-14-29(56-10)23(3)39(58-27(7)48)25(5)35(50)24(4)34(21)49/h11-14,19-21,23-25,29,34-35,39,49-53H,15-18H2,1-10H3,(H,45,55)/b12-11?,19-14?,22-13?,44-20+/t21-,23+,24+,25+,29-,34-,35+,39+,43-/m0/s1",JQXXHWHPUNPDRT-KBVDROCUSA-N,CN1CCN(CC1)N=CC1C2NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(C=COC3(C)OC4=C(C(=C(C=2O)C(O)=C4C)C=1O)C3=O)OC,JQXXHWHPUNPDRT-RAQPKHPNSA-N,,0.15778050125,-0.801946668571236,1,1
1324,26844-12-2,DTXSID7048370,Indoramin,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,"InChI=1S/C22H25N3O/c26-22(17-6-2-1-3-7-17)24-19-11-14-25(15-12-19)13-10-18-16-23-21-9-5-4-8-20(18)21/h1-9,16,19,23H,10-15H2,(H,24,26)",JXZZEXZZKAWDSP-UHFFFAOYSA-N,O=C(NC1CCN(CCC2=CNC3C=CC=CC2=3)CC1)C1C=CC=CC=1,JXZZEXZZKAWDSP-UHFFFAOYSA-N,,0.1583333335,-0.800427644637644,1,1
1325,4199-09-1| 5051-22-9| 525-66-6,DTXSID90873366| DTXSID3045304| DTXSID6023525| ?,(-)-propranolol|(s)-propranolol,CC(C)NC[C@H](O)COc1cccc2ccccc12,"InChI=1S/C16H21NO2/c1-12(2)17-10-14(18)11-19-16-9-5-7-13-6-3-4-8-15(13)16/h3-9,12,14,17-18H,10-11H2,1-2H3/t14-/m0/s1",AQHHHDLHHXJYJD-AWEZNQCLSA-N,CC(C)NCC(O)COC1C=CC=C2C=CC=CC2=1,AQHHHDLHHXJYJD-UHFFFAOYSA-N,,0.16,-0.795880017344075,1,1
1326,166663-25-8,DTXSID50873201,Anidulafungin,CCCCCOc1ccc(cc1)-c1ccc(cc1)-c1ccc(cc1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)C(NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)c1ccc(O)cc1)[C@@H](C)O,"InChI=1S/C58H73N7O17/c1-5-6-7-24-82-40-22-18-35(19-23-40)33-10-8-32(9-11-33)34-12-14-37(15-13-34)51(74)59-41-26-43(70)54(77)63-56(79)47-48(71)29(2)27-65(47)58(81)45(31(4)67)61-55(78)46(50(73)49(72)36-16-20-38(68)21-17-36)62-53(76)42-25-39(69)28-64(42)57(80)44(30(3)66)60-52(41)75/h8-23,29-31,39,41-50,54,66-73,77H,5-7,24-28H2,1-4H3,(H,59,74)(H,60,75)(H,61,78)(H,62,76)(H,63,79)/t29-,30+,31+,39+,41-,42-,43+,44-,45-,46?,47-,48-,49-,50-,54+/m0/s1",JHVAMHSQVVQIOT-ZMSNMORZSA-N,CCCCCOC1C=CC(=CC=1)C1C=CC(=CC=1)C1C=CC(=CC=1)C(=O)NC1CC(O)C(O)NC(=O)C2C(O)C(C)CN2C(=O)C(NC(=O)C(NC(=O)C2CC(O)CN2C(=O)C(NC1=O)C(C)O)C(O)C(O)C1=CC=C(O)C=C1)C(C)O,JHVAMHSQVVQIOT-UHFFFAOYSA-N,,0.16,-0.795880017344075,1,1
1327,566-48-3,DTXSID3034113,4-Hydroxyandrostenedione,C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CCC2=O,"InChI=1S/C19H26O3/c1-18-10-8-15(20)17(22)14(18)4-3-11-12-5-6-16(21)19(12,2)9-7-13(11)18/h11-13,22H,3-10H2,1-2H3/t11-,12-,13-,18+,19-/m0/s1",OSVMTWJCGUFAOD-KZQROQTASA-N,CC12CCC(=O)C(=O)C1CCC1C2CCC2(C)C1CCC2=O,ZMEULISFKSVRLQ-UHFFFAOYSA-N,,0.16,-0.795880017344075,1,1
